Datetime,Close,High,Low,Open,Volume,EMA_5,EMA_15,Returns,EMA_5_Slope,EMA_15_Slope,Rolling_Return_20,Rolling_Volatility_20,Volatility_Ratio
2025-10-24 08:45:00+00:00,25763.5,25773.30078125,25754.5,25755.400390625,0.0,25752.78651781795,25764.618131611154,0.00031448198250294546,5.356741091025469,-0.1597330873082683,-0.00017115878528000671,0.0004452573551779642,0.7739908604456155
2025-10-24 08:50:00+00:00,25764.650390625,25773.55078125,25749.55078125,25763.5,0.0,25756.74114208697,25764.622163987886,4.465195431513358e-05,3.954624269019405,0.004032376731629483,-0.0001506467347344942,0.0004452784105437347,0.70033170424148
2025-10-24 08:55:00+00:00,25775.599609375,25779.69921875,25761.94921875,25764.349609375,0.0,25763.027297849647,25765.994344661274,0.0004249705928081049,6.286155762678391,1.3721806733883568,-0.00011682199773661583,0.00046257068841324545,0.5382642385096058
2025-10-24 09:00:00+00:00,25759.400390625,25784.30078125,25757.19921875,25776.349609375,0.0,25761.818328774767,25765.17010040674,-0.0006284710732435972,-1.2089690748798603,-0.8242442545342783,-0.00011108953559414436,0.000455049977836429,0.6237662994009442
2025-10-24 09:05:00+00:00,25750.55078125,25774.05078125,25748.400390625,25758.349609375,0.0,25758.062479599845,25763.342685512147,-0.00034354873330910696,-3.755849174922332,-1.8274148945929483,-0.00011654826008630214,0.00045725619734486155,0.6884333267074887
2025-10-24 09:10:00+00:00,25752.5,25758.650390625,25747.900390625,25749.80078125,0.0,25756.208319733232,25761.987349823128,7.569619642544545e-05,-1.8541598666124628,-1.3553356890188297,-0.00013639933043161357,0.0004385636690011978,0.6562771312658997
2025-10-24 09:15:00+00:00,25747.0,25763.0,25741.099609375,25751.599609375,0.0,25753.138879822156,25760.11393109524,-0.00021357149791279006,-3.069439911076188,-1.873418727889657,-0.0001365229874200069,0.000438586187680577,0.6758853918695414
2025-10-24 09:20:00+00:00,25748.5,25749.349609375,25737.94921875,25747.55078125,0.0,25751.592586548104,25758.662189708335,5.8259214665845604e-05,-1.5462932740520046,-1.45174138690345,-0.00015007176139950618,0.00042748576702326263,0.6726501922620319
2025-10-24 09:25:00+00:00,25744.099609375,25752.150390625,25739.69921875,25748.75,0.0,25749.094927490405,25756.84186716667,-0.0001708989115870585,-2.497659057698911,-1.8203225416655187,-0.00012870644381845486,0.00041438719104726503,0.685408499219422
2025-10-24 09:30:00+00:00,25794.05078125,25803.349609375,25745.44921875,25745.44921875,0.0,25764.080212076937,25761.492981427087,0.0019402959370469208,14.985284586531634,4.651114260417671,2.5952106112336894e-06,0.0006021148383005188,1.2217311045117427
2025-10-24 09:35:00+00:00,25804.80078125,25806.05078125,25793.55078125,25794.69921875,0.0,25777.653735134627,25766.90645640495,0.0004167627679407815,13.573523057690181,5.413474977864098,6.472545495413983e-05,0.0005756610069201107,1.2206499753664828
2025-10-24 09:40:00+00:00,25799.5,25807.75,25787.900390625,25806.349609375,0.0,25784.935823423086,25770.980649354333,-0.00020541841399723815,7.282088288458908,4.0741929493815405,8.471976789415359e-05,0.0005578326569347845,1.235410538889461
2025-10-24 09:45:00+00:00,25804.94921875,25805.599609375,25798.30078125,25798.94921875,0.0,25791.606955198724,25775.22672052879,0.00021121412236668746,6.6711317756380595,4.246071174457029,0.00013391315686026584,0.0005203682922209987,1.2280775656746845
2025-10-24 09:50:00+00:00,25796.44921875,25809.25,25791.75,25804.650390625,0.0,25793.22104304915,25777.87953280644,-0.00032939417659549886,1.6140878504265856,2.65281227765081,0.00013997921383520072,0.000513860892722992,1.1889283892979878
2025-10-24 09:55:00+00:00,25797.44921875,25804.69921875,25790.150390625,25797.400390625,0.0,25794.630434949435,25780.325743549387,3.8765025043518975e-05,1.4093919002843904,2.4462107429462776,0.00013103361689272285,0.000513994379545704,1.1595456658534624
2025-10-27 03:45:00+00:00,25861.400390625,25877.599609375,25828.099609375,25851.94921875,0.0,25816.887086841292,25790.46007443384,0.002478972681861924,22.256651891857473,10.134330884451629,0.00023574324860533012,0.0007344443902178134,1.4676133892323555
2025-10-27 03:50:00+00:00,25880.94921875,25882.900390625,25862.849609375,25862.849609375,0.0,25838.241130810864,25801.77121747336,0.0007559075622249889,21.35404396957165,11.311143039521994,0.00027412289714000005,0.0007408619698316954,1.4535360605559615
2025-10-27 03:55:00+00:00,25889.05078125,25891.0,25867.25,25880.099609375,0.0,25855.177680957244,25812.68116294544,0.0003130318919728481,16.936550146379886,10.909945472078107,0.0002815187300630517,0.0007404546960366494,1.439513752277261
2025-10-27 04:00:00+00:00,25896.55078125,25899.25,25880.94921875,25889.150390625,0.0,25868.968714388164,25823.16486523351,0.000289697759233043,13.791033430919924,10.483702288071072,0.00029435349695133286,0.0007381414033991921,1.3951208856907409
2025-10-27 04:05:00+00:00,25921.5,25927.0,25895.94921875,25897.05078125,0.0,25886.479142925444,25835.456757079322,0.0009634186019886748,17.51042853727995,12.291891845812643,0.00032174117418757865,0.000752893779453499,1.2186545000403777
2025-10-27 04:10:00+00:00,25937.19921875,25944.650390625,25919.75,25921.69921875,0.0,25903.385834866964,25848.174564788158,0.0006056446868429877,16.906691941519966,12.717807708835608,0.00033629930940458076,0.0007555563144663652,1.2121869429480194
2025-10-27 04:15:00+00:00,25941.80078125,25942.44921875,25926.30078125,25937.400390625,0.0,25916.190816994644,25859.87784184589,0.00017741169588858519,12.804982127679978,11.703277057731611,0.00034293729648325334,0.0007534393901799145,1.1674090076974757
2025-10-27 04:20:00+00:00,25943.25,25945.19921875,25926.55078125,25941.650390625,0.0,25925.2105446631,25870.299361615154,5.586423094605664e-05,9.019727668455744,10.421519769264705,0.0003244819783901509,0.0007558410055153829,1.1893659660150742
2025-10-27 04:25:00+00:00,25935.849609375,25946.44921875,25931.650390625,25943.44921875,0.0,25928.75689956707,25878.493142585136,-0.0002852530282443366,3.546354903970496,8.193780969981162,0.00034164288064011397,0.0007367204788480688,1.1775522818469915
2025-10-27 04:30:00+00:00,25929.94921875,25942.400390625,25920.69921875,25935.75,0.0,25929.154339294717,25884.925152105745,-0.00022749941543720453,0.3974397276469972,6.4320095206094265,0.00034744534653370905,0.0007314781807112919,1.2464046372370716
2025-10-27 04:35:00+00:00,25964.19921875,25967.44921875,25926.599609375,25930.25,0.0,25940.835965779814,25894.834410436277,0.001320866451031577,11.681626485096785,9.909258330531884,0.00040970385926401566,0.0007595817701807258,0.7749294652303436
2025-10-27 04:40:00+00:00,25961.849609375,25974.849609375,25955.69921875,25964.349609375,0.0,25947.84051364488,25903.211310303617,-9.049419761431032e-05,7.004547865064524,8.376899867340398,0.0004158577242789396,0.0007547496402738061,0.7846119593000667
2025-10-27 04:45:00+00:00,25966.5,25970.19921875,25957.25,25962.75,0.0,25954.060342429922,25911.122396515664,0.00017912401061437322,6.219828785044228,7.911086212046939,0.000421900964076366,0.0007522152936681962,0.8059185688929033
2025-10-27 04:50:00+00:00,25975.30078125,25976.650390625,25964.349609375,25965.75,0.0,25961.140488703284,25919.144694607457,0.00033892828259496355,7.080146273361606,8.022298091793346,0.0004473923237854671,0.0007396018024453411,0.8270925269878071
2025-10-27 04:55:00+00:00,25970.25,25978.650390625,25964.900390625,25974.900390625,0.0,25964.17699246886,25925.532857781523,-0.00019444553472292014,3.036503765575617,6.388163174065994,0.00034065525019697505,0.0006628703246205444,0.7716256261320753
2025-10-27 05:00:00+00:00,25965.05078125,25971.150390625,25956.75,25969.80078125,0.0,25964.468255395906,25930.472598215085,-0.00020019902580836746,0.29126292704677326,4.939740433561383,0.0003098071605095176,0.0006734140502675509,0.7582515836634308
2025-10-27 05:05:00+00:00,25957.30078125,25965.55078125,25946.75,25965.55078125,0.0,25962.079097347272,25933.826121094447,-0.00029847813760475184,-2.389158048634272,3.353522879362572,0.0003051541743291419,0.0006774706746236505,0.7846110331217011
2025-10-27 05:10:00+00:00,25963.5,25966.900390625,25955.94921875,25957.5,0.0,25962.55273156485,25937.53535595764,0.00023882370521666196,0.47363421757836477,3.7092348631922505,0.00030653465347164064,0.0006772972863499133,0.7918150549776855
2025-10-27 05:15:00+00:00,25956.849609375,25966.44921875,25956.19921875,25963.75,0.0,25960.651690834904,25939.94963763481,-0.000256143841354195,-1.9010407299465442,2.4142816771709477,0.00031019717023370583,0.0006738668460885956,0.800558217506598
2025-10-27 05:20:00+00:00,25955.80078125,25966.0,25949.55078125,25957.5,0.0,25959.03472097327,25941.93103058671,-4.040660329673873e-05,-1.616969861632242,1.9813929519004887,0.00030623858881669296,0.0006757751178471387,0.787009172082165
2025-10-27 05:25:00+00:00,25966.44921875,25967.80078125,25952.150390625,25955.30078125,0.0,25961.506220232182,25944.995804107122,0.0004102527057339156,2.471499258910626,3.0647735204111086,0.00020280259001029255,0.0004444294727412594,0.4268727055961818
2025-10-27 05:30:00+00:00,25967.69921875,25979.400390625,25960.44921875,25966.55078125,0.0,25963.570553071455,25947.833730937484,4.8139042403194665e-05,2.064332839272538,2.837926830361539,0.00016741416401920285,0.00042586027220251847,0.42448237425060925
2025-10-27 05:35:00+00:00,25970.69921875,25976.05078125,25960.30078125,25968.900390625,0.0,25965.946774964304,25950.69191691405,0.00011552814035353798,2.3762218928495713,2.858185976565437,0.00015753897643823732,0.00042459390552248655,0.4192545674038698
2025-10-27 05:40:00+00:00,25976.30078125,25981.30078125,25969.75,25973.099609375,0.0,25969.39811039287,25953.893024956044,0.00021568778155800494,3.451335428566381,3.2011080419943028,0.00015383847755448543,0.00042370304728896885,0.4006686267293039
2025-10-27 05:45:00+00:00,25968.19921875,25980.94921875,25965.80078125,25975.650390625,0.0,25968.99847984525,25955.681299180287,-0.0003118828415263897,-0.3996305476212001,1.7882742242436507,9.007340537873221e-05,0.00039008216772294326,0.42847034879107176
2025-10-27 05:50:00+00:00,25980.44921875,25981.650390625,25967.099609375,25968.69921875,0.0,25972.8153928135,25958.7772891265,0.0004717308234125639,3.816912968250108,3.095989946214104,8.337771220721102e-05,0.00038182869169727435,0.4921782727458173
2025-10-27 05:55:00+00:00,25977.849609375,25986.900390625,25973.69921875,25981.849609375,0.0,25974.49346500067,25961.161329157563,-0.00010006021655406538,1.678072187169164,2.384040031061886,6.95041165850785e-05,0.00038327037294518624,0.46222840070575766
2025-10-27 06:00:00+00:00,25972.19921875,25979.349609375,25969.5,25978.44921875,0.0,25973.728716250447,25962.541065356618,-0.00021750801971542888,-0.76474875022177,1.379736199054605,5.583550405200421e-05,0.0003886197368356,0.48913454871953127
2025-10-27 06:05:00+00:00,25973.05078125,25978.650390625,25969.30078125,25972.400390625,0.0,25973.502737916966,25963.854779843292,3.278746219481654e-05,-0.22597833348118002,1.3137144866741437,7.173752857396187e-05,0.00038034700465127124,0.45973763909739823
2025-10-27 06:10:00+00:00,25957.25,25975.099609375,25955.150390625,25973.650390625,0.0,25968.085158611313,25963.02918236288,-0.0006083529186877712,-5.417579305652907,-0.825597480412398,5.269485341143354e-05,0.0004048613039473681,0.589209003036786
2025-10-27 06:15:00+00:00,25961.69921875,25964.349609375,25946.25,25957.19921875,0.0,25965.956511990877,25962.862936911268,0.0001714056284853882,-2.1286466204364842,-0.16624545161175774,-4.778187715875903e-06,0.00027664444891794003,0.5455893943043236
2025-10-27 06:20:00+00:00,25971.099609375,25972.80078125,25959.849609375,25961.150390625,0.0,25967.670877785586,25963.892520969235,0.00036208687828143127,1.7143657947090105,1.0295840579674405,1.7850866078911178e-05,0.0002875588847714002,0.5865765892747696
2025-10-27 06:25:00+00:00,25994.900390625,25995.099609375,25971.30078125,25971.30078125,0.0,25976.747382065394,25967.768504676205,0.0009164333281217463,9.076504279808432,3.875983706970146,5.471633195427983e-05,0.0003498399855623398,0.7664446546773721
2025-10-27 06:30:00+00:00,25997.099609375,26001.44921875,25993.150390625,25994.94921875,0.0,25983.531457835263,25971.434892763555,8.46019302613854e-05,6.78407576986865,3.6663880873493326,4.200001433760092e-05,0.00034353080884524755,0.7630409684775422
2025-10-27 06:35:00+00:00,25993.650390625,26004.900390625,25989.80078125,25998.0,0.0,25986.904435431843,25974.211829996235,-0.0001326770602039229,3.372977596580313,2.7769372326802113,4.5088438063550786e-05,0.00034156526165112,0.7362097978079373
2025-10-27 06:40:00+00:00,25996.25,25998.099609375,25990.94921875,25993.849609375,0.0,25990.01962362123,25976.966601246706,0.00010000939983156876,3.1151881893856626,2.7547712504710944,6.0098859345547595e-05,0.00033678150409714025,0.6997819261730956
2025-10-27 06:45:00+00:00,25990.5,26001.099609375,25987.349609375,25996.849609375,0.0,25990.17974908082,25978.658276090868,-0.00022118574794438572,0.16012545959165436,1.6916748441617528,6.39634788285659e-05,0.0003328709810452168,0.709316491554307
2025-10-27 06:50:00+00:00,25987.0,25991.400390625,25982.599609375,25991.05078125,0.0,25989.11983272055,25979.70099157951,-0.00013466458898447886,-1.0599163602710178,1.0427154886419885,4.528906411850886e-05,0.0003330213400522302,0.6995712686908826
2025-10-27 06:55:00+00:00,25968.900390625,25993.80078125,25965.69921875,25987.75,0.0,25982.380018688702,25978.350916460196,-0.000696487065648177,-6.739814031847345,-1.35007511931326,2.327190290380976e-05,0.00036683826696618497,0.8120266673250854
2025-10-27 07:00:00+00:00,25976.0,25977.75,25957.150390625,25969.900390625,0.0,25980.25334579247,25978.057051902673,0.0002733889101274034,-2.126672896232776,-0.29386455752319307,3.8961678575016864e-05,0.00037066200748352537,0.7426718132460345
2025-10-27 07:05:00+00:00,25977.94921875,25979.30078125,25966.69921875,25975.94921875,0.0,25979.48530344498,25978.04357275859,7.503921889440157e-05,-0.7680423474885174,-0.013479144083248684,2.2201004233041167e-05,0.00036042681642897944,0.740186006187101
2025-10-27 07:10:00+00:00,25974.30078125,25980.69921875,25969.80078125,25977.25,0.0,25977.75712937999,25977.575723820017,-0.0001404436304528467,-1.728174064992345,-0.46784893857329735,1.2771870590239099e-05,0.0003621750546616612,0.7241097718259635
2025-10-27 07:15:00+00:00,25964.69921875,25983.0,25964.5,25974.900390625,0.0,25973.404492503327,25975.966160686265,-0.0003696562452580876,-4.352636876661563,-1.60956313375209,-1.1487348690342181e-05,0.00037107006378977,0.48228518103582696
2025-10-27 07:20:00+00:00,25976.94921875,25977.05078125,25956.30078125,25964.44921875,0.0,25974.586067918885,25976.08904294423,0.0004717944119743134,1.1815754155577451,0.12288225796510233,1.317982830473241e-06,0.0003835320643055155,0.575602020643296
2025-10-27 07:25:00+00:00,25974.400390625,25979.5,25971.5,25978.0,0.0,25974.52417548759,25975.877961404327,-9.811884003529947e-05,-0.06189243129483657,-0.21108153990280698,1.2006182905027751e-05,0.00037727193986675743,0.6398060849608795
2025-10-27 07:30:00+00:00,25971.69921875,25977.650390625,25967.44921875,25974.69921875,0.0,25973.582523241726,25975.355618572536,-0.00010399361811541663,-0.9416522458632244,-0.5223428317913204,-1.6780039171371274e-05,0.00036200352518813247,0.62927322888127
2025-10-27 07:35:00+00:00,25963.900390625,25972.94921875,25962.55078125,25972.0,0.0,25970.35514570282,25973.923715079094,-0.0003002817820779713,-3.2273775389076036,-1.4319034934414958,-2.679111744756657e-05,0.0003671596317998916,0.6360159090759124
2025-10-27 07:40:00+00:00,25970.599609375,25972.0,25958.25,25964.849609375,0.0,25970.43663359355,25973.508201866083,0.0002580205072892916,0.08148789072947693,-0.4155132130108541,-3.0146910973305465e-06,0.0003695485200691046,0.6719637337749084
2025-10-27 07:45:00+00:00,25940.0,25971.0,25937.30078125,25970.650390625,0.0,25960.291089062368,25969.319676632822,-0.0011782403885644,-10.145544531180349,-4.188525233261316,-6.356608363529137e-05,0.0004531352933820866,0.8440698965654534
2025-10-27 07:50:00+00:00,25943.44921875,25944.099609375,25918.400390625,25940.099609375,0.0,25954.67713229158,25966.08586939747,0.00013296911141091883,-5.613956770786899,-3.2338072353522875,-2.649998213035687e-05,0.00043623121330025244,0.8239244426862574
2025-10-27 07:55:00+00:00,25939.55078125,25948.94921875,25934.19921875,25943.599609375,0.0,25949.635015277723,25962.768983379035,-0.00015026673851770145,-5.042117013857933,-3.316886018434161,-4.258360048051135e-05,0.0004344769197055467,1.042035385306163
2025-10-27 08:00:00+00:00,25925.44921875,25940.25,25924.849609375,25940.25,0.0,25941.57308310182,25958.104012800406,-0.0005436317158658,-8.061932175904076,-4.664970578629436,-8.786953018787292e-05,0.0004372707453680644,1.0920968135472446
2025-10-27 08:05:00+00:00,25941.30078125,25942.94921875,25921.05078125,25926.849609375,0.0,25941.48231581788,25956.003608856605,0.000611428653222168,-0.09076728393847588,-2.1004039438012114,-0.00010311976393285183,0.00040449127997017447,1.212023174383614
2025-10-27 08:10:00+00:00,25944.650390625,25944.849609375,25932.44921875,25942.099609375,0.0,25942.53834075359,25954.584456577653,0.0001291226451305416,1.0560249357076827,-1.4191522789515147,-0.00010089372818939402,0.00040569944237083233,1.1433190819449133
2025-10-27 08:15:00+00:00,25947.75,25947.75,25934.44921875,25944.44921875,0.0,25944.275560502396,25953.730149505445,0.0001194700768110124,1.7372197488075471,-0.8543070722080301,-8.828637133864725e-05,0.0004085674479320946,1.218409348626349
2025-10-27 08:20:00+00:00,25963.5,25966.099609375,25947.80078125,25948.0,0.0,25950.6837070016,25954.951380817263,0.0006069890452928828,6.408146499205031,1.2212313118179736,-6.293738906558155e-05,0.0004356918889700254,1.3382772491034736
2025-10-27 08:25:00+00:00,25954.25,25963.30078125,25949.5,25963.150390625,0.0,25951.8724713344,25954.863708215104,-0.00035626937816546356,1.188764332800929,-0.08767260215972783,-6.969157057663544e-05,0.0004393062565331893,1.337341668363966
2025-10-27 08:30:00+00:00,25956.150390625,25960.849609375,25948.55078125,25954.30078125,0.0,25953.298444431268,25955.02454351634,7.322078753957406e-05,1.4259730968660733,0.16083530123796663,-5.92973017504328e-05,0.0004401465895793047,1.3174806902239975
2025-10-27 08:35:00+00:00,25959.099609375,25964.099609375,25952.94921875,25958.349609375,0.0,25955.232166079182,25955.533926748674,0.00011362311843687856,1.9337216479143535,0.5093832323327661,-1.879179254618002e-05,0.0004149780043017716,0.8996585753247703
2025-10-27 08:40:00+00:00,25938.5,25959.400390625,25936.099609375,25958.849609375,0.0,25949.654777386124,25953.40468590509,-0.0007935409811964389,-5.57738869305831,-2.1292408435838297,-7.213828711237213e-05,0.0004430681253119061,1.0819139029433236
2025-10-27 08:45:00+00:00,25983.150390625,25984.099609375,25938.05078125,25939.30078125,0.0,25960.819981799083,25957.12289899508,0.0017213944763574407,11.165204412958701,3.718213089989149,1.017947576077982e-05,0.0005977788793506743,1.5794377536021016
2025-10-27 08:50:00+00:00,25976.80078125,25983.5,25960.94921875,25983.5,0.0,25966.14691494939,25959.582634276943,-0.000244374114745205,5.326933150307013,2.4597352818636864,4.982951546161907e-06,0.0005996061126576959,1.5136874577099837
2025-10-27 08:55:00+00:00,25977.80078125,25979.400390625,25969.849609375,25977.0,0.0,25970.031537049595,25961.859902648575,3.849588748128241e-05,3.8846221002058883,2.27726837163209,2.5390558183130406e-05,0.000593094538364264,1.483134941956948
2025-10-27 09:00:00+00:00,25978.75,25984.900390625,25972.75,25977.150390625,0.0,25972.9376913664,25963.971164817503,3.653961157046304e-05,2.906154316802713,2.1112621689280786,3.62781816293789e-06,0.0005837644199035373,1.4932864563538868
2025-10-27 09:05:00+00:00,25969.349609375,25983.150390625,25968.5,25979.0,0.0,25971.741664035933,25964.64347038719,-0.00036184922773419004,-1.196027330464858,0.6723055696857045,-9.558701222006637e-06,0.0005891376598900762,1.5264541595071945
2025-10-27 09:10:00+00:00,25967.05078125,25972.349609375,25960.400390625,25970.05078125,0.0,25970.178036440626,25964.944384245042,-8.852082010435414e-05,-1.56362759530748,0.30091385785271996,-8.785061321453513e-06,0.0005890172705907856,1.4750739198676692
2025-10-27 09:15:00+00:00,25929.849609375,25971.400390625,25929.349609375,25967.19921875,0.0,25956.735227418754,25960.55753738629,-0.0014326298426566852,-13.442809021871653,-4.386846858753415,-6.540246435038922e-05,0.000667680138225637,1.633055183313783
2025-10-27 09:20:00+00:00,25949.44921875,25957.30078125,25926.75,25929.19921875,0.0,25954.306557862506,25959.168997556753,0.0007558705380192876,-2.428669556247769,-1.3885398295351479,-4.050996281388941e-05,0.0006893029570676253,1.6846422297997636
2025-10-27 09:25:00+00:00,25958.19921875,25960.05078125,25945.650390625,25949.75,0.0,25955.604111491673,25959.04777520591,0.0003371940547269858,1.2975536291669414,-0.12122235084461863,3.5261759350679876e-05,0.0006391209214066353,1.6949464598244102
2025-10-27 09:30:00+00:00,25948.5,25968.599609375,25947.650390625,25958.400390625,0.0,25953.236074327786,25957.72930330517,-0.00037364759659419544,-2.368037163887493,-1.3184719007404055,9.930923950424164e-06,0.0006450566112122823,1.6191874588718498
2025-10-27 09:35:00+00:00,25968.900390625,25970.150390625,25945.80078125,25948.650390625,0.0,25958.457513093526,25959.12568922015,0.0007861876649901678,5.221438765740459,1.3963859149807831,5.675364412581763e-05,0.0006664488173249129,1.2408132973191928
2025-10-27 09:40:00+00:00,25963.80078125,25970.650390625,25961.69921875,25970.19921875,0.0,25960.238602479018,25959.71007572388,-0.000196373712336384,1.7810893854912138,0.5843865037313662,7.411654430228843e-05,0.0006543983966091637,1.2363627628333296
2025-10-27 09:45:00+00:00,25968.05078125,25969.349609375,25958.05078125,25963.75,0.0,25962.842662069346,25960.752663914645,0.00016368943960887172,2.6040595903286885,1.0425881907649455,5.172958362162361e-05,0.0006426017613134397,1.2418303637341446
2025-10-27 09:50:00+00:00,25967.25,25970.599609375,25962.400390625,25968.650390625,0.0,25964.3117747129,25961.564830925316,-3.083717205987213e-05,1.4691126435536717,0.8121670106702368,4.3731592762102923e-05,0.0006425832600256164,1.2431223521031582
2025-10-27 09:55:00+00:00,25974.0,25981.0,25966.94921875,25966.94921875,0.0,25967.541183141937,25963.11922705965,0.0002599428125811265,3.2294084290369938,1.5543961343355477,5.075522955060863e-05,0.0006442202965549128,1.236482519989471
2025-10-28 03:45:00+00:00,25968.099609375,26004.05078125,25937.099609375,25937.099609375,0.0,25967.72732521963,25963.74177484907,-0.0002271652662277912,0.18614207769132918,0.6225477894186042,9.047513974574928e-06,0.0006332218823229497,1.2528958691949865
2025-10-28 03:50:00+00:00,25971.349609375,25999.19921875,25952.599609375,25968.05078125,0.0,25968.93475327142,25964.69275416481,0.00012515355566589115,1.2074280517917941,0.9509793157412787,3.311866066614266e-05,0.0006277304513702812,0.7691109123880941
2025-10-28 03:55:00+00:00,25988.849609375,25988.849609375,25956.099609375,25971.849609375,0.0,25975.573038639282,25967.712361066086,0.0006738194303803624,6.638285367862409,3.0196069012745284,6.314859280818209e-05,0.0006439074071723402,0.7319039550451908
2025-10-28 04:00:00+00:00,26028.80078125,26032.69921875,25978.099609375,25987.44921875,0.0,25993.31561950952,25975.348413589076,0.0015372427974107428,17.74258087023918,7.636052522990212,0.00013432957675687529,0.0007235435326082047,1.034504360318295
2025-10-28 04:05:00+00:00,26024.400390625,26039.25,26024.400390625,26028.650390625,0.0,26003.67720988135,25981.479910718568,-0.0001690585233634634,10.361590371827333,6.131497129492345,0.00016555369964852407,0.0006942770294181083,1.007769772895547
2025-10-28 04:10:00+00:00,26019.5,26040.900390625,26007.55078125,26024.849609375,0.0,26008.951473254234,25986.232421878747,-0.00018829984750634576,5.274263372884889,4.752511160178983,7.006898345533474e-05,0.0005929682900818392,0.9868869954662673
2025-10-28 04:15:00+00:00,26009.5,26027.30078125,26005.19921875,26019.599609375,0.0,26009.134315502823,25989.140869143903,-0.00038432713926095374,0.18284224858871312,2.9084472651557007,6.30713322295473e-05,0.0005976814192619726,1.016592628526623
2025-10-28 04:20:00+00:00,25971.44921875,26013.30078125,25959.849609375,26010.099609375,0.0,25996.572616585217,25986.929412844664,-0.0014629570445414686,-12.5616989176051,-2.2114562992392166,-1.2001314371590243e-05,0.0006883496322654999,1.3224384253615575
2025-10-28 04:25:00+00:00,25970.30078125,25981.900390625,25956.05078125,25973.400390625,0.0,25987.815338140146,25984.850833895332,-4.421923052222443e-05,-8.757278445071279,-2.0785789493311313,-1.6039256476224617e-05,0.0006882867663401988,1.3230124101985299
2025-10-28 04:30:00+00:00,25928.650390625,25970.05078125,25927.44921875,25969.5,0.0,25968.09368896843,25977.825778486542,-0.0016037700516380315,-19.7216491717154,-7.025055408790649,-7.813529767141669e-05,0.0007720519806846697,1.4685341129301932
2025-10-28 04:35:00+00:00,25907.19921875,25932.349609375,25895.55078125,25928.650390625,0.0,25947.795532228956,25968.997458519472,-0.0008273154040734365,-20.298156739474507,-8.828319967069547,-0.00011507502686987081,0.0007900397410920323,1.484016331084203
2025-10-28 04:40:00+00:00,25905.25,25907.900390625,25886.55078125,25907.55078125,0.0,25933.61368815264,25961.02902620454,-7.523849774504487e-05,-14.181844076316338,-7.968432314934034,-4.720545962428879e-05,0.0007266579500439044,1.4747306088606804
2025-10-28 04:45:00+00:00,25901.349609375,25912.5,25893.05078125,25905.099609375,0.0,25922.85899522676,25953.569099100845,-0.0001505637129539661,-10.754692925878771,-7.45992710369319,-9.252717217295148e-05,0.0007017749852620494,1.3849002150510847
