Datetime,Close,High,Low,Open,Volume,EMA_5,EMA_15,Returns,Future_Return,Target,Signal,Strategy_Return,Cumulative_Return,ML_Pred,ML_Signal,ML_Return,ML_Cumulative
2025-10-24 04:40:00+00:00,25876.19921875,25903.0,25873.849609375,25900.900390625,0.0,25885.856747657846,25879.16533384472,-0.0009691236247938,-0.0016153387818529,0,1,-0.0009691236247938,0.9996213868017464,0,0,-0.0,1.0
2025-10-24 04:45:00+00:00,25834.400390625,25875.75,25834.400390625,25875.75,0.0,25868.7046286469,25873.569715942253,-0.0016153387818529,9.094886428462344e-05,1,-1,-0.0016153387818529,0.9980066596084759,1,-1,-0.0,1.0
2025-10-24 04:50:00+00:00,25836.75,25844.849609375,25824.94921875,25834.900390625,0.0,25858.053085764604,25868.96725144947,9.094886428462344e-05,-0.000379334910544,0,-1,-9.094886428462344e-05,0.997915892036236,1,-1,-9.094886428462344e-05,0.9999090511357154
2025-10-24 04:55:00+00:00,25826.94921875,25843.25,25822.099609375,25837.25,0.0,25847.685130093072,25863.714997362036,-0.000379334910544,0.00020138545327,1,-1,0.000379334910544,0.9982944363718721,1,-1,0.000379334910544,1.0002883515461802
2025-10-24 05:00:00+00:00,25832.150390625,25834.5,25816.349609375,25826.650390625,0.0,25842.506883603717,25859.769421519908,0.00020138545327,-6.971085344309458e-05,0,-1,-0.00020138545327,0.9980933943943064,1,-1,-0.00020138545327,1.0000869080231034
2025-10-24 05:05:00+00:00,25830.349609375,25840.099609375,25829.400390625,25832.849609375,0.0,25838.45445886081,25856.091945001794,-6.971085344309458e-05,-0.0004083889023774,0,-1,6.971085344309458e-05,0.9981629723366456,1,-1,6.971085344309458e-05,1.000156624934979
2025-10-24 05:10:00+00:00,25819.80078125,25830.44921875,25811.44921875,25830.44921875,0.0,25832.23656632387,25851.55554953282,-0.0004083889023774,0.0002594605127574,1,-1,0.0004083889023774,0.9985706110173119,1,-1,0.0004083889023774,1.0005650778012416
2025-10-24 05:15:00+00:00,25826.5,25827.900390625,25810.55078125,25820.25,0.0,25830.324377549252,25848.423605841217,0.0002594605127574,-0.0001026229115443,0,-1,-0.0002594605127574,0.9983115213745529,1,-1,-0.0002594605127574,1.0003054706731083
2025-10-24 05:20:00+00:00,25823.849609375,25831.30078125,25820.0,25826.55078125,0.0,25828.16612149117,25845.35185628294,-0.0001026229115443,4.651405166811173e-05,1,-1,0.0001026229115443,0.9984139710095047,1,-1,0.0001026229115443,1.0004081249329426
2025-10-24 05:25:00+00:00,25825.05078125,25825.5,25812.650390625,25823.650390625,0.0,25827.127674744115,25842.814221903824,4.651405166811173e-05,-0.0001413507627118,0,-1,-4.651405166811173e-05,0.998367530730471,1,-1,-4.651405166811173e-05,1.0003615918977302
2025-10-24 05:30:00+00:00,25821.400390625,25832.25,25815.75,25824.599609375,0.0,25825.218580037745,25840.13749299397,-0.0001413507627118,-0.0004008151850183,0,-1,0.0001413507627118,0.9985086507424064,1,-1,0.0001413507627118,1.0005029937717325
2025-10-24 05:35:00+00:00,25811.05078125,25829.80078125,25796.5,25820.099609375,0.0,25820.495980441832,25836.501654025975,-0.0004008151850183,0.0006295752984921,1,-1,0.0004008151850183,0.9989088681719961,1,-1,0.0004008151850183,1.0009040105642926
2025-10-24 05:40:00+00:00,25827.30078125,25835.44921875,25800.650390625,25812.05078125,0.0,25822.76424737789,25835.351544928977,0.0006295752984921,-0.0004240153459222,0,-1,-0.0006295752984921,0.9982799798231503,1,-1,-0.0006295752984921,1.0002738661230797
2025-10-24 05:45:00+00:00,25816.349609375,25829.150390625,25811.05078125,25826.30078125,0.0,25820.62603471026,25832.97630298473,-0.0004240153459222,0.0004357703614268,1,-1,0.0004240153459222,0.9987032658541223,1,-1,0.0004240153459222,1.0006979975924408
2025-10-24 05:50:00+00:00,25827.599609375,25830.44921875,25811.150390625,25816.44921875,0.0,25822.95055959851,25832.304216283515,0.0004357703614268,-0.0009969954772975,0,-1,-0.0004357703614268,0.9982680605710028,1,-1,-0.0004357703614268,1.0002619230643508
2025-10-24 05:55:00+00:00,25801.849609375,25827.5,25799.900390625,25827.5,0.0,25815.916909524007,25828.49739041995,-0.0009969954772975,0.0003992264665497,1,-1,0.0009969954772975,0.9992633293125226,1,-1,0.0009969954772975,1.0012591796777588
2025-10-24 06:00:00+00:00,25812.150390625,25812.650390625,25783.75,25801.349609375,0.0,25814.661403224334,25826.454015445583,0.0003992264665497,2.3229733514096296e-05,1,-1,-0.0003992264665497,0.9988643969444085,1,-1,-0.0003992264665497,1.0008594505133557
2025-10-24 06:05:00+00:00,25812.75,25824.75,25800.0,25812.05078125,0.0,25814.02426881623,25824.74101351489,2.3229733514096296e-05,0.0009433171349431,1,-1,-2.3229733514096296e-05,0.9988411935906508,1,-1,-2.3229733514096296e-05,1.000836200815035
2025-10-24 06:10:00+00:00,25837.099609375,25839.400390625,25811.55078125,25812.80078125,0.0,25821.716049002487,25826.2858379974,0.0009433171349431,-0.0001412848454427,0,-1,-0.0009433171349431,0.9978989695776498,1,-1,-0.0009433171349431,0.9998920948775349
2025-10-24 06:15:00+00:00,25833.44921875,25847.19921875,25833.150390625,25836.900390625,0.0,25825.62710558499,25827.181260591475,-0.0001412848454427,1.9657169885167747e-06,1,-1,0.0001412848454427,0.9980399575793341,1,-1,0.0001412848454427,1.0000333644776191
2025-10-24 06:20:00+00:00,25833.5,25850.5,25831.69921875,25833.55078125,0.0,25828.25140372333,25827.97110301754,1.9657169885167747e-06,-0.0004528700621286,0,1,-1.9657169885167747e-06,0.9980379957152342,0,0,-1.9657169885167747e-06,1.0000313986950455
2025-10-24 06:25:00+00:00,25821.80078125,25838.849609375,25821.69921875,25833.05078125,0.0,25826.101196232223,25827.199812796596,-0.0004528700621286,-5.82417261574264e-06,0,-1,-0.0004528700621286,0.9975860141861079,1,-1,-0.0,1.0000313986950455
2025-10-24 06:30:00+00:00,25821.650390625,25828.19921875,25815.099609375,25821.150390625,0.0,25824.61759436315,25826.506135025145,-5.82417261574264e-06,0.0011753551347755,1,-1,5.82417261574264e-06,0.9975918242992536,1,-1,5.82417261574264e-06,1.0000372230505328
2025-10-24 06:35:00+00:00,25852.0,25852.44921875,25820.849609375,25822.30078125,0.0,25833.74506290877,25829.692868147,0.0011753551347755,-5.998689656505629e-05,0,1,-0.0011753551347755,0.9964192996261534,0,0,-0.0011753551347755,0.9988618241654537
2025-10-24 06:40:00+00:00,25850.44921875,25857.849609375,25845.099609375,25851.150390625,0.0,25839.31311485585,25832.28741197238,-5.998689656505629e-05,-0.0003945470604279,0,1,-5.998689656505629e-05,0.9963595275246913,0,0,-0.0,0.9988618241654537
2025-10-24 06:45:00+00:00,25840.25,25852.650390625,25838.25,25850.25,0.0,25839.6254099039,25833.28273547583,-0.0003945470604279,0.0010816156480684,1,1,-0.0003945470604279,0.9959664168019771,0,0,-0.0,0.9988618241654537
2025-10-24 06:50:00+00:00,25868.19921875,25868.400390625,25837.900390625,25840.30078125,0.0,25849.1500128526,25837.6472958851,0.0010816156480684,-0.0009528470571749,0,1,0.0010816156480684,0.9970436696633407,0,0,0.0,0.9988618241654537
2025-10-24 06:55:00+00:00,25843.55078125,25874.69921875,25841.650390625,25867.849609375,0.0,25847.283602318403,25838.385231555712,-0.0009528470571749,-0.0002592976457346,0,1,-0.0009528470571749,0.9960936395368271,0,0,-0.0,0.9988618241654537
2025-10-24 07:00:00+00:00,25836.849609375,25845.69921875,25831.400390625,25843.400390625,0.0,25843.805604670604,25838.193278783125,-0.0002592976457346,0.0005825315964427,1,1,-0.0002592976457346,0.9958353548011639,0,0,-0.0,0.9988618241654537
2025-10-24 07:05:00+00:00,25851.900390625,25852.900390625,25836.400390625,25838.650390625,0.0,25846.503866655403,25839.90666776336,0.0005825315964427,-0.0003655890565951,0,1,0.0005825315964427,0.9964154603601904,0,0,0.0,0.9988618241654537
2025-10-24 07:10:00+00:00,25842.44921875,25853.150390625,25827.0,25851.5,0.0,25845.152317353604,25840.22448663669,-0.0003655890565951,-0.0002515241471494,0,1,-0.0003655890565951,0.9960511817720605,0,0,-0.0,0.9988618241654537
2025-10-24 07:15:00+00:00,25835.94921875,25845.69921875,25835.30078125,25841.150390625,0.0,25842.08461781907,25839.690078150852,-0.0002515241471494,-0.000743120316093,0,1,-0.0002515241471494,0.9958006508480483,0,0,-0.0,0.9988618241654537
2025-10-24 07:20:00+00:00,25816.75,25838.0,25814.55078125,25835.05078125,0.0,25833.639745212713,25836.822568381995,-0.000743120316093,-0.0002343742434659,0,-1,-0.000743120316093,0.9950606511536244,1,-1,-0.0,0.9988618241654537
2025-10-24 07:25:00+00:00,25810.69921875,25821.5,25806.0,25816.75,0.0,25825.99290305848,25833.557149677996,-0.0002343742434659,0.0004727176033316,1,-1,0.0002343742434659,0.9952938677409412,1,-1,0.0002343742434659,0.9990959316498194
2025-10-24 07:30:00+00:00,25822.900390625,25824.099609375,25807.80078125,25810.75,0.0,25824.962065580658,25832.22505479637,0.0004727176033316,-0.0002110983581449,0,-1,-0.0004727176033316,0.994823374809172,1,-1,-0.0004727176033316,0.9986236414155115
2025-10-24 07:35:00+00:00,25817.44921875,25825.75,25807.0,25822.75,0.0,25822.457783303773,25830.378075290573,-0.0002110983581449,0.0003292346942558,1,-1,0.0002110983581449,0.9950333803902385,1,-1,0.0002110983581449,0.998834449226619
2025-10-24 07:40:00+00:00,25825.94921875,25826.94921875,25814.0,25816.69921875,0.0,25823.621595119184,25829.824468223,0.0003292346942558,-0.000598205263208,0,-1,-0.0003292346942558,0.9947057808794714,1,-1,-0.0003292346942558,0.9985055982721157
2025-10-24 07:45:00+00:00,25810.5,25831.099609375,25802.25,25826.400390625,0.0,25819.24773007946,25827.408909695125,-0.000598205263208,-0.0006857371515468,0,-1,0.000598205263208,0.995300819112937,1,-1,0.000598205263208,0.9991029095763448
2025-10-24 07:50:00+00:00,25792.80078125,25817.349609375,25789.44921875,25809.599609375,0.0,25810.43208046964,25823.082893639483,-0.0006857371515468,-0.0008258421189173,0,-1,0.0006857371515468,0.9959833338615677,1,-1,0.0006857371515468,0.9997880315596598
2025-10-24 07:55:00+00:00,25771.5,25797.900390625,25770.400390625,25792.80078125,0.0,25797.454720313097,25816.635031934547,-0.0008258421189173,-0.0006053046727975,0,-1,0.0008258421189173,0.9968058588484102,1,-1,0.0008258421189173,1.0006136986261112
2025-10-24 08:00:00+00:00,25755.900390625,25784.80078125,25755.900390625,25771.0,0.0,25783.603277083737,25809.043201770855,-0.0006053046727975,-0.0007726536569555,0,-1,0.0006053046727975,0.997409230092643,1,-1,0.0006053046727975,1.0012193747735547
2025-10-24 08:05:00+00:00,25736.0,25774.099609375,25732.55078125,25755.55078125,0.0,25767.735518055822,25799.912801549497,-0.0007726536569555,-0.0004507153160941,0,-1,0.0007726536569555,0.9981798819817552,1,-1,0.0007726536569555,1.0019929705848882
2025-10-24 08:10:00+00:00,25724.400390625,25745.55078125,25722.0,25736.44921875,0.0,25753.290475578884,25790.473750183937,-0.0004507153160941,0.000217676963893,1,-1,0.0004507153160941,0.9986297769427815,1,-1,0.0004507153160941,1.0024445841633496
2025-10-24 08:15:00+00:00,25730.0,25737.5,25723.349609375,25724.400390625,0.0,25745.526983719257,25782.91453141094,0.000217676963893,0.0003847800476097,1,-1,-0.000217676963893,0.9984123982448835,1,-1,-0.000217676963893,1.002226375069798
2025-10-24 08:20:00+00:00,25739.900390625,25739.900390625,25718.650390625,25730.150390625,0.0,25743.65145268784,25777.5377638127,0.0003847800476097,-1.1685408468409264e-05,0,-1,-0.0003847800476097,0.9980282290747527,1,-1,-0.0003847800476097,1.001840738357483
2025-10-24 08:25:00+00:00,25739.599609375,25747.25,25728.150390625,25740.05078125,0.0,25742.30083825023,25772.795494507987,-1.1685408468409264e-05,0.0001651152335118,1,-1,1.1685408468409264e-05,0.9980398914422725,1,-1,1.1685408468409264e-05,1.001852445275731
2025-10-24 08:30:00+00:00,25743.849609375,25746.30078125,25733.75,25739.44921875,0.0,25742.817095291823,25769.177258866363,0.0001651152335118,3.300242146742072e-05,1,-1,-0.0001651152335118,0.9978750998525429,1,-1,-0.0001651152335118,1.0016870241752849
2025-10-24 08:35:00+00:00,25744.69921875,25753.150390625,25736.19921875,25744.0,0.0,25743.444469777885,25766.117503851816,3.300242146742072e-05,0.0004156650572637,1,-1,-3.300242146742072e-05,0.9978421675579257,1,-1,-3.300242146742072e-05,1.0016539660779347
2025-10-24 08:40:00+00:00,25755.400390625,25774.400390625,25744.55078125,25744.599609375,0.0,25747.429776726924,25764.777864698463,0.0004156650572637,0.0003144819825029,1,-1,-0.0004156650572637,0.9974273994362076,1,-1,-0.0004156650572637,1.0012376135247665
2025-10-24 08:45:00+00:00,25763.5,25773.30078125,25754.5,25755.400390625,0.0,25752.78651781795,25764.61813161115,0.0003144819825029,4.465195431513358e-05,1,-1,-0.0003144819825029,0.9971137264902301,1,-1,-0.0003144819825029,1.0009227423351086
2025-10-24 08:50:00+00:00,25764.650390625,25773.55078125,25749.55078125,25763.5,0.0,25756.74114208697,25764.62216398789,4.465195431513358e-05,0.0004249705928081,1,-1,-4.465195431513358e-05,0.9970692034136679,1,-1,-4.465195431513358e-05,1.000878049178545
2025-10-24 08:55:00+00:00,25775.599609375,25779.69921875,25761.94921875,25764.349609375,0.0,25763.027297849647,25765.99434466127,0.0004249705928081,-0.0006284710732435,0,-1,-0.0004249705928081,0.9966454783232225,1,-1,-0.0004249705928081,1.000452705440657
2025-10-24 09:00:00+00:00,25759.400390625,25784.30078125,25757.19921875,25776.349609375,0.0,25761.818328774767,25765.17010040674,-0.0006284710732435,-0.0003435487333091,0,-1,0.0006284710732435,0.9972718411766277,1,-1,0.0006284710732435,1.0010814610261747
2025-10-24 09:05:00+00:00,25750.55078125,25774.05078125,25748.400390625,25758.349609375,0.0,25758.062479599845,25763.342685512147,-0.0003435487333091,7.569619642544545e-05,1,-1,0.0003435487333091,0.9976144526544287,1,-1,0.0003435487333091,1.0014253812940492
2025-10-24 09:10:00+00:00,25752.5,25758.650390625,25747.900390625,25749.80078125,0.0,25756.208319733232,25761.987349823128,7.569619642544545e-05,-0.0002135714979127,0,-1,-7.569619642544545e-05,0.9975389370348637,1,-1,-7.569619642544545e-05,1.0013495772016814
2025-10-24 09:15:00+00:00,25747.0,25763.0,25741.099609375,25751.599609375,0.0,25753.138879822156,25760.11393109524,-0.0002135714979127,5.82592146658456e-05,1,-1,0.0002135714979127,0.9977519829198727,1,-1,0.0002135714979127,1.0015634369308186
2025-10-24 09:20:00+00:00,25748.5,25749.349609375,25737.94921875,25747.55078125,0.0,25751.592586548104,25758.662189708335,5.82592146658456e-05,-0.000170898911587,0,-1,-5.82592146658456e-05,0.9976938546729165,1,-1,-5.82592146658456e-05,1.001505086631545
2025-10-24 09:25:00+00:00,25744.099609375,25752.150390625,25739.69921875,25748.75,0.0,25749.094927490405,25756.84186716667,-0.000170898911587,0.0019402959370469,1,-1,0.000170898911587,0.9978643594667771,1,-1,0.000170898911587,1.001676242760799
2025-10-24 09:30:00+00:00,25794.05078125,25803.349609375,25745.44921875,25745.44921875,0.0,25764.080212076937,25761.492981427087,0.0019402959370469,0.0004167627679407,1,1,-0.0019402959370469,0.9959282073043798,0,0,-0.0019402959370469,0.9997326944167338
2025-10-24 09:35:00+00:00,25804.80078125,25806.05078125,25793.55078125,25794.69921875,0.0,25777.653735134627,25766.90645640495,0.0004167627679407,-0.0002054184139972,0,1,0.0004167627679407,0.9963432731007262,0,0,0.0,0.9997326944167338
2025-10-24 09:40:00+00:00,25799.5,25807.75,25787.900390625,25806.349609375,0.0,25784.93582342309,25770.980649354333,-0.0002054184139972,0.0002112141223666,1,1,-0.0002054184139972,0.9961386058457691,0,0,-0.0,0.9997326944167338
2025-10-24 09:45:00+00:00,25804.94921875,25805.599609375,25798.30078125,25798.94921875,0.0,25791.606955198724,25775.22672052879,0.0002112141223666,-0.0003293941765954,0,1,0.0002112141223666,0.9963490043871583,0,0,0.0,0.9997326944167338
2025-10-24 09:50:00+00:00,25796.44921875,25809.25,25791.75,25804.650390625,0.0,25793.22104304915,25777.87953280644,-0.0003293941765954,3.8765025043518975e-05,1,1,-0.0003293941765954,0.9960208128272566,0,0,-0.0,0.9997326944167338
2025-10-24 09:55:00+00:00,25797.44921875,25804.69921875,25790.150390625,25797.400390625,0.0,25794.630434949435,25780.325743549387,3.8765025043518975e-05,0.0024789726818619,1,1,3.8765025043518975e-05,0.9960594235990098,0,0,0.0,0.9997326944167338
2025-10-27 03:45:00+00:00,25861.400390625,25877.599609375,25828.099609375,25851.94921875,0.0,25816.887086841292,25790.46007443384,0.0024789726818619,0.0007559075622249,1,1,0.0024789726818619,0.9985286276996229,0,0,0.0,0.9997326944167338
2025-10-27 03:50:00+00:00,25880.94921875,25882.900390625,25862.849609375,25862.849609375,0.0,25838.241130810864,25801.77121747336,0.0007559075622249,0.0003130318919728,1,1,0.0007559075622249,0.9992834230403992,0,0,0.0,0.9997326944167338
2025-10-27 03:55:00+00:00,25889.05078125,25891.0,25867.25,25880.099609375,0.0,25855.177680957244,25812.68116294544,0.0003130318919728,0.000289697759233,1,1,0.0003130318919728,0.9995962306209306,0,0,0.0,0.9997326944167338
2025-10-27 04:00:00+00:00,25896.55078125,25899.25,25880.94921875,25889.150390625,0.0,25868.968714388164,25823.16486523351,0.000289697759233,0.0009634186019886,1,1,0.000289697759233,0.9998858114090793,0,0,0.0,0.9997326944167338
2025-10-27 04:05:00+00:00,25921.5,25927.0,25895.94921875,25897.05078125,0.0,25886.479142925444,25835.45675707932,0.0009634186019886,0.0006056446868429,1,1,0.0009634186019886,1.0008491199996554,0,0,0.0,0.9997326944167338
2025-10-27 04:10:00+00:00,25937.19921875,25944.650390625,25919.75,25921.69921875,0.0,25903.385834866964,25848.17456478816,0.0006056446868429,0.0001774116958885,1,1,0.0006056446868429,1.0014552789515148,0,0,0.0,0.9997326944167338
2025-10-27 04:15:00+00:00,25941.80078125,25942.44921875,25926.30078125,25937.400390625,0.0,25916.190816994644,25859.87784184589,0.0001774116958885,5.586423094605664e-05,1,1,0.0001774116958885,1.0016329488309101,0,0,0.0,0.9997326944167338
2025-10-27 04:20:00+00:00,25943.25,25945.19921875,25926.55078125,25941.650390625,0.0,25925.2105446631,25870.29936161515,5.586423094605664e-05,-0.0002852530282443,0,1,5.586423094605664e-05,1.0016889042852868,0,0,0.0,0.9997326944167338
2025-10-27 04:25:00+00:00,25935.849609375,25946.44921875,25931.650390625,25943.44921875,0.0,25928.75689956707,25878.493142585136,-0.0002852530282443,-0.0002274994154372,0,1,-0.0002852530282443,1.0014031694919807,0,0,-0.0,0.9997326944167338
2025-10-27 04:30:00+00:00,25929.94921875,25942.400390625,25920.69921875,25935.75,0.0,25929.154339294717,25884.925152105745,-0.0002274994154372,0.0013208664510315,1,1,-0.0002274994154372,1.0011753508563044,0,0,-0.0,0.9997326944167338
2025-10-27 04:35:00+00:00,25964.19921875,25967.44921875,25926.599609375,25930.25,0.0,25940.835965779817,25894.834410436277,0.0013208664510315,-9.049419761431032e-05,0,1,0.0013208664510315,1.0024977697888502,0,0,0.0,0.9997326944167338
2025-10-27 04:40:00+00:00,25961.849609375,25974.849609375,25955.69921875,25964.349609375,0.0,25947.84051364488,25903.211310303617,-9.049419761431032e-05,0.0001791240106143,1,1,-9.049419761431032e-05,1.002407049557563,0,0,-0.0,0.9997326944167338
2025-10-27 04:45:00+00:00,25966.5,25970.19921875,25957.25,25962.75,0.0,25954.06034242992,25911.122396515664,0.0001791240106143,0.0003389282825949,1,1,0.0001791240106143,1.0025866047285479,0,0,0.0,0.9997326944167338
2025-10-27 04:50:00+00:00,25975.30078125,25976.650390625,25964.349609375,25965.75,0.0,25961.140488703284,25919.144694607457,0.0003389282825949,-0.0001944455347229,0,1,0.0003389282825949,1.0029264096846413,0,0,0.0,0.9997326944167338
2025-10-27 04:55:00+00:00,25970.25,25978.650390625,25964.900390625,25974.900390625,0.0,25964.17699246886,25925.532857781523,-0.0001944455347229,-0.0002001990258083,0,1,-0.0001944455347229,1.0027313951226224,0,0,-0.0,0.9997326944167338
2025-10-27 05:00:00+00:00,25965.05078125,25971.150390625,25956.75,25969.80078125,0.0,25964.468255395903,25930.472598215085,-0.0002001990258083,-0.0002984781376047,0,1,-0.0002001990258083,1.0025306492741715,0,0,-0.0,0.9997326944167338
2025-10-27 05:05:00+00:00,25957.30078125,25965.55078125,25946.75,25965.55078125,0.0,25962.079097347272,25933.826121094447,-0.0002984781376047,0.0002388237052166,1,1,-0.0002984781376047,1.0022314157930845,0,0,-0.0,0.9997326944167338
2025-10-27 05:10:00+00:00,25963.5,25966.900390625,25955.94921875,25957.5,0.0,25962.55273156485,25937.53535595764,0.0002388237052166,-0.0002561438413541,0,1,0.0002388237052166,1.0024707724132889,0,0,0.0,0.9997326944167338
2025-10-27 05:15:00+00:00,25956.849609375,25966.44921875,25956.19921875,25963.75,0.0,25960.651690834904,25939.94963763481,-0.0002561438413541,-4.040660329673873e-05,0,1,-0.0002561438413541,1.0022139956987977,0,0,-0.0,0.9997326944167338
2025-10-27 05:20:00+00:00,25955.80078125,25966.0,25949.55078125,25957.5,0.0,25959.03472097327,25941.93103058671,-4.040660329673873e-05,0.0004102527057339,1,1,-4.040660329673873e-05,1.002173499635455,0,0,-0.0,0.9997326944167338
2025-10-27 05:25:00+00:00,25966.44921875,25967.80078125,25952.150390625,25955.30078125,0.0,25961.506220232182,25944.99580410712,0.0004102527057339,4.8139042403194665e-05,1,1,0.0004102527057339,1.0025846440252952,0,0,0.0,0.9997326944167338
2025-10-27 05:30:00+00:00,25967.69921875,25979.400390625,25960.44921875,25966.55078125,0.0,25963.570553071455,25947.833730937484,4.8139042403194665e-05,0.0001155281403535,1,1,4.8139042403194665e-05,1.0026329074899867,0,0,0.0,0.9997326944167338
2025-10-27 05:35:00+00:00,25970.69921875,25976.05078125,25960.30078125,25968.900390625,0.0,25965.946774964304,25950.69191691405,0.0001155281403535,0.000215687781558,1,1,0.0001155281403535,1.0027487398052464,0,0,0.0,0.9997326944167338
2025-10-27 05:40:00+00:00,25976.30078125,25981.30078125,25969.75,25973.099609375,0.0,25969.39811039287,25953.893024956044,0.000215687781558,-0.0003118828415263,0,1,0.000215687781558,1.0029650204563951,0,0,0.0,0.9997326944167338
2025-10-27 05:45:00+00:00,25968.19921875,25980.94921875,25965.80078125,25975.650390625,0.0,25968.99847984525,25955.681299180287,-0.0003118828415263,0.0004717308234125,1,1,-0.0003118828415263,1.0026522128758637,0,0,-0.0,0.9997326944167338
2025-10-27 05:50:00+00:00,25980.44921875,25981.650390625,25967.099609375,25968.69921875,0.0,25972.8153928135,25958.7772891265,0.0004717308234125,-0.000100060216554,0,1,0.0004717308234125,1.00312519482984,0,0,0.0,0.9997326944167338
2025-10-27 05:55:00+00:00,25977.849609375,25986.900390625,25973.69921875,25981.849609375,0.0,25974.49346500067,25961.161329157563,-0.000100060216554,-0.0002175080197154,0,1,-0.000100060216554,1.0030248219056146,0,0,-0.0,0.9997326944167338
2025-10-27 06:00:00+00:00,25972.19921875,25979.349609375,25969.5,25978.44921875,0.0,25973.728716250447,25962.541065356618,-0.0002175080197154,3.278746219481654e-05,1,1,-0.0002175080197154,1.0028066559628765,0,0,-0.0,0.9997326944167338
2025-10-27 06:05:00+00:00,25973.05078125,25978.650390625,25969.30078125,25972.400390625,0.0,25973.50273791697,25963.854779843292,3.278746219481654e-05,-0.0006083529186877,0,1,3.278746219481654e-05,1.0028395354481976,0,0,0.0,0.9997326944167338
2025-10-27 06:10:00+00:00,25957.25,25975.099609375,25955.150390625,25973.650390625,0.0,25968.085158611313,25963.02918236288,-0.0006083529186877,0.0001714056284853,1,1,-0.0006083529186877,1.0022294550898323,0,0,-0.0,0.9997326944167338
2025-10-27 06:15:00+00:00,25961.69921875,25964.349609375,25946.25,25957.19921875,0.0,25965.956511990877,25962.862936911268,0.0001714056284853,0.0003620868782814,1,1,0.0001714056284853,1.0024012428594686,0,0,0.0,0.9997326944167338
2025-10-27 06:20:00+00:00,25971.099609375,25972.80078125,25959.849609375,25961.150390625,0.0,25967.670877785586,25963.892520969235,0.0003620868782814,0.0009164333281217,1,1,0.0003620868782814,1.002764199196281,0,0,0.0,0.9997326944167338
2025-10-27 06:25:00+00:00,25994.900390625,25995.099609375,25971.30078125,25971.30078125,0.0,25976.74738206539,25967.768504676205,0.0009164333281217,8.46019302613854e-05,1,1,0.0009164333281217,1.0036831657286718,0,0,0.0,0.9997326944167338
2025-10-27 06:30:00+00:00,25997.099609375,26001.44921875,25993.150390625,25994.94921875,0.0,25983.531457835263,25971.434892763555,8.46019302613854e-05,-0.0001326770602039,0,1,8.46019302613854e-05,1.0037680792618633,0,0,0.0,0.9997326944167338
2025-10-27 06:35:00+00:00,25993.650390625,26004.900390625,25989.80078125,25998.0,0.0,25986.904435431843,25974.211829996235,-0.0001326770602039,0.0001000093998315,1,1,-0.0001326770602039,1.0036349022639803,0,0,-0.0,0.9997326944167338
2025-10-27 06:40:00+00:00,25996.25,25998.099609375,25990.94921875,25993.849609375,0.0,25990.01962362123,25976.966601246702,0.0001000093998315,-0.0002211857479443,0,1,0.0001000093998315,1.0037352751882058,0,0,0.0,0.9997326944167338
